Country_Other,April16,April17,April18,April19,April20,April21,April22,April23,April24,April25,April26,April27,April28,April29,April30,May01,May02,May03,May04,May05,May06,May07,May08,May09,May10,May11,May12,May13,May14,May15,May16,May17,May18,May19,May20,May21,May22,May23,May24,May25,May26,May27,May28,May29,May30,May31,June01,June02,June03,June04,June05,June06,June07,June08,June09,June10,June11,June12,June13,June14,June15,June16,June17,June18,June19,June20,June21,June22,June23,June24,June25,June26,June27,June28,June29,June30,July01,July02,July03,July04,July05,July06,July07,July08,July09,July10,July11,July12,July13,July14,July15,July16,July17,July18,July19,July20,July21,July22,July23,July24,July25,July26,July27,July28,July29,July30,July31,August01,August02,August03,August04,August05,August06,August07,August08,August09,August10,August11,August12,August13,August14,August15,August16,August17,August18,August19,August20,August21,August22,August23,August24,August25,August26,August27,August28,August29,August30,August31,September01,September02,September03,September04,September05,September06,September07,September08,September09,September10,September11,September12,September13,September14,September15,September16,September17,September18,September19,September20,September21,September22,September23,September24,September25,September26,September27,September28,September29,September30,October01,October02,October03,October04,October05,October06,October07,October08,October09,October10,October11,October12,October13,October14,October15,October16,October17,October18,October19,October20,October21,October22,October23,October24,October25,October26,October27,October28,October29,October30,October31,November01,November02,November03,November04,November05,November06,November07,November08,November09,November10,November11,November12,November13,November14,November15,November16,November17,November18,November19,November20,November21,November22,November23,November24,November25,November26,November27,November28,November29,November30,December01,December02,December03,December04,December05,December06,December07,December08
Guinea-Bissau,"1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,486","27,486","27,486","27,486","27,486","27,486","27,486","27,486","27,486","29,037","29,037","29,037","29,037","29,037","29,037","29,037","29,037","29,037","29,037","29,037","29,037","29,037","29,037","29,037","29,037","29,037","29,037","31,569","33,033","33,033"
Nepal,"15,800","15,800","15,800","29,567","29,567","29,567","8,773","8,773","9,408","49,336","51,367","51,367","54,826","57,189","57,189","60,374","61,627","63,102","63,102","64,492","64,492","67,066","70,023","72,239","72,239","76,367","76,424","81,659","81,685","87,008","92,440","92,440","100,283","107,253","110,566","117,431","124,604","132,195","138,841","146,834","152,391","158,564","162,730","169,632","173,784","180,691","185,660","191,688","200,646","209,698","221,332","229,912","241,254","257,962","272,489","283,624","294,073","309,914","317,870","344,098","358,019","367,257","383,315","398,593","409,623","421,465","437,347","449,474","457,950","476,890","487,600","493,020","504,910","512,605","521,501","526,212","533,847","534,384","547,876","547,876","547,876","567,452","574,263","578,859","583,547","588,353","592,001","595,917","601,773","606,141","611,231","616,212","620,900","624,231","627,972","632,274","636,237","640,016","643,497","647,484","647,484","647,484","659,677","664,709","670,746","677,050","687,818","694,892","703,672","711,309","718,896","725,355","731,977","739,903","747,691","756,206","764,638","775,100","785,581","795,440","807,015","818,462","830,309","841,829","855,268","866,790","878,622","892,301","904,802","904,802","904,802","621,901","635,252","647,881","658,110","669,626","682,343","693,472","705,560","718,439","731,852","745,490","757,963","768,345","777,563","788,174","799,341","810,485","821,186","831,362","840,527","851,405","861,780","872,274","882,915","894,373","904,706","914,290","923,823","934,977","944,474","955,923","968,185","978,204","988,327","998,407","1,009,298","1,021,503","1,033,947","1,048,686","1,061,664","1,074,448","1,088,229","1,099,276","1,113,486","1,131,958","1,145,237","1,164,557","1,176,984","1,191,514","1,207,091","1,221,038","1,237,636","1,254,167","1,269,605","1,283,354","1,300,918","1,314,779","1,334,897","1,350,152","1,367,016","1,380,862","1,393,173","1,398,179","1,400,694","1,409,295","1,419,064","1,434,053","1,443,343","1,456,366","1,469,812","1,480,978","1,494,122","1,507,190","1,517,343","1,527,766","1,540,077","1,551,254","1,564,214","1,574,295","1,584,317","1,593,850","1,602,603","1,609,079","1,613,911","1,617,023","1,623,754","1,633,559","1,643,899","1,652,043","1,660,075","1,670,456","1,681,299","1,690,509","1,700,000","1,710,460","1,719,828","1,727,836","1,737,747","1,746,330","1,754,630","1,763,919","1,771,950","1,778,024","1,784,519","1,790,739","1,799,686"
Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Macao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,071","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238"
Syria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,655","21,655","21,655","21,655","21,655","21,655","21,655","21,655","21,655","21,655","21,655","21,655","21,655","21,655","21,655","21,655","21,655","21,655","22,647","22,647"
Saint Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553,553,553,553,553,553,553,614,614,614,614,614,614,614,614,614,614,614,614,614,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,685,851,851,851,851,851,851,851,851,851,851,851,851,851,851,851,"1,056","1,056","1,056","1,056","1,056","1,056","1,056","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,080","1,183","1,183","1,183","1,183","1,183","1,183","1,183","1,770","1,770","1,899","1,899","1,899","2,321","2,321","2,321","2,449","2,449","2,449","2,449","2,449","2,449","2,449","2,449","2,756","2,756","2,756","2,756","2,756","2,756","2,756","2,756","2,756","2,968","2,968","2,968","2,968","2,968","2,968","2,968","2,968","2,968","2,968","2,968","2,968","2,968","2,968","2,968","2,968","2,968","2,968","2,968","2,968","3,834","3,834","3,834","3,834","3,834","3,834","3,834","3,834","5,170","5,170","5,170","5,170","5,170","5,170","5,170","5,170","5,170","5,170","5,170","5,170","5,170","5,170","5,170","5,801","5,801","5,801","5,801","5,801","6,072","6,072","6,072","6,072","6,072","6,072","6,072","6,072","6,072","6,072","6,072","6,072","6,072","6,072","6,373","6,373","6,373","6,373","6,373","6,373","6,373","6,373","6,373","6,906","6,906","6,906","6,906","6,906","7,149","7,149","7,149","7,149","7,149","7,149","7,149","7,149","7,149","7,149","7,149","7,149","7,149","7,149","7,149","7,149","7,149","7,149","7,149","7,149","7,838"
Mongolia,"1,077","1,450","1,450","1,554","1,554","6,800","7,130","7,156","7,234","7,292","7,292","7,292","7,292","7,292","7,455","7,672","8,022","8,250","8,250","8,889","8,946","9,093","9,137","9,203","9,600","9,707","9,787","9,787","10,162","10,162","10,162","10,318","11,000","11,367","11,641","11,750","12,153","12,341","12,407","12,407","12,460","12,708","13,225","13,594","13,641","13,672","14,037","14,249","14,623","15,092","15,807","16,062","16,279","16,325","16,365","16,723","17,038","17,279","17,605","17,899","18,157","18,570","18,886","19,249","19,588","19,650","19,965","20,300","20,726","20,975","21,308","21,479","21,651","21,959","22,175","22,532","22,938","23,240","23,434","23,991","24,046","24,380","25,137","25,507","26,208","26,536","27,217","27,594","27,737","27,905","28,313","28,497","28,935","29,490","29,603","29,933","30,453","30,914","31,340","32,049","32,952","33,128","33,392","34,078","34,708","35,228","35,477","35,783","36,238","36,667","37,278","37,278","38,334","38,595","39,190","39,782","40,403","40,907","41,584","42,071","42,533","43,158","43,785","44,394","44,980","45,730","46,332","47,041","47,587","48,218","49,602","50,613","51,103","51,656","52,127","52,858","53,417","54,095","54,413","54,897","55,251","55,872","56,573","57,177","57,598","57,798","57,948","58,747","59,764","60,186","60,789","61,567","61,567","61,951","62,758","64,166","64,396","64,797","65,143","65,596","65,596","66,819","67,178","67,595","68,149","68,491","69,372","69,963","70,716","71,418","72,418","73,071","73,641","74,445","74,922","75,304","76,170","76,617","77,294","77,797","78,504","79,151","79,601","80,030","80,365","80,827","81,516","82,472","83,511","84,058","84,564","84,710","85,383","85,753","86,167","86,986","87,563","88,230","89,325","89,939","90,593","90,951","91,206","91,808","92,274","93,039","93,553","94,089","94,593","95,082","95,726","96,756","97,576","98,390","100,208","101,970","103,613","105,003","108,628","110,309","111,614","114,625","118,960","121,971","126,147","144,178","156,107","165,620","175,928","188,044","200,059","216,658","236,269","256,509","270,528","293,869","321,357"
Malawi,343,417,417,429,429,429,519,519,566,617,617,617,690,744,774,831,831,892,907,907,961,"1,112","1,188","1,188","1,188","1,337","1,337","1,363","1,363","1,363","1,762","1,803","1,803","1,803","1,803","1,803","2,411","2,411","2,411","2,411","3,372","3,372","3,372","3,372","3,372","5,049","5,049","5,049","5,049","5,049","6,172","6,260","6,260","6,542","6,542","6,690","6,690","6,690","6,690","8,351","8,351","8,523","8,904","8,904","8,904","8,904","9,763","11,536","11,536","11,536","11,536","12,578","12,578","12,578","13,369","13,369","14,173","14,683","15,724","16,281","16,281","16,281","17,406","17,406","17,693","18,814","18,814","18,814","20,974","21,532","21,953","22,296","22,296","23,230","23,230","24,192","24,192","24,822","24,822","25,756","26,602","27,147","27,596","27,667","27,804","29,212","29,599","29,599","29,599","31,864","32,144","32,680","33,466","34,051","34,443","34,763","34,877","35,337","35,751","37,746","38,451","38,798","39,214","39,764","40,106","40,640","41,026","41,474","42,015","42,607","42,821","42,902","43,503","43,798","44,219","44,296","44,296","45,505","45,622","45,789","46,036","46,411","46,484","46,484","46,750","46,857","47,351","47,351","47,820","48,113","48,556","48,556","48,816","48,963","49,341","49,798","50,051","50,583","50,620","50,989","51,456","51,773","52,121","52,324","52,730","52,790","52,852","53,057","53,343","54,015","54,246","54,351","54,472","54,566","54,727","55,488","55,758","56,034","56,034","56,034","56,034","56,709","56,957","56,957","57,671","57,905","58,002","58,225","58,498","59,052","59,402","59,601","60,115","60,308","60,613","60,907","60,907","62,171","62,600","62,689","63,043","63,505","63,664","64,707","65,355","65,901","66,287","66,516","66,819","67,281","67,527","67,803","68,261","68,555","68,885","68,885","69,621","70,068","70,356","70,613","70,683","71,970","72,281","72,581","72,845","73,203","73,576","73,576","74,010","74,032","74,996","75,150","75,634","75,984","76,148","76,148","76,759"
Zimbabwe,716,"2,493","2,626","2,851","2,851","4,159","4,159","4,990","5,450","5,450","6,067","6,395","6,834","6,834","7,642","7,642","7,642","7,642","7,642","7,642","7,642","16,052","16,052","16,052","20,537","20,537","20,537","20,537","36,081","25,478","25,478","27,059","28,019","28,019","28,019","28,019","28,019","35,112","37,039","37,039","37,039","37,039","37,039","40,847","46,613","46,613","46,613","46,613","46,613","50,920","50,920","52,218","52,905","52,905","52,905","52,905","52,905","52,905","52,905","52,905","52,905","52,905","52,905","52,905","52,905","52,905","52,905","52,905","53,283","64,520","65,111","65,704","66,238","66,238","67,105","67,755","68,400","71,236","75,485","78,465","80,089","80,654","81,335","82,077","86,212","87,264","88,436","88,984","91,103","93,248","95,860","97,508","99,701","100,376","101,375","103,291","105,121","107,788","110,560","111,737","118,276","119,866","122,770","124,194","126,708","129,899","131,035","132,593","134,209","134,209","140,421","140,421","140,421","147,026","148,451","149,748","149,748","149,748","149,748","149,748","149,748","149,748","149,748","149,748","149,748","149,748","149,748","149,748","149,748","149,748","149,748","149,748","149,748","149,748","149,748","149,748","149,748","150,584","151,597","151,597","151,597","151,597","151,597","151,597","152,262","152,262","153,315","153,315","154,366","154,366","154,733","155,082","155,486","156,133","157,144","157,144","157,144","157,772","157,772","157,772","157,772","158,493","158,493","159,036","159,274","159,274","159,741","159,741","159,741","159,741","160,162","160,162","160,162","160,162","160,921","160,921","160,921","161,525","161,525","161,525","161,525","162,140","162,958","162,958","162,958","162,958","162,958","162,958","162,958","162,958","162,958","162,958","162,958","163,656","163,656","163,656","163,656","163,656","163,656","164,911","165,521","166,266","166,266","166,266","166,266","166,953","167,535","168,232","168,232","168,845","169,931","169,931","171,023","171,983","171,983","171,983","171,983","171,983","171,983","172,587","172,587","172,587","172,587","173,660","175,430","175,430","177,151","177,151","178,913","179,942","179,942","183,098","184,820","186,397","186,397","187,667","187,667"
Angola,,,,,,,,,,,,,,,,481,481,481,"3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","6,136","6,136","6,136","6,136","6,136","6,136","6,136","6,136","6,136","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","10,000","59,052","59,052","63,371","63,371","64,109","64,109","64,747","64,747","64,747","64,747","64,747","64,747","64,747","64,747","64,747","64,747","64,747","64,747","64,747","64,747","64,747","64,747","64,747","64,747","64,747","64,747","64,747","64,747","64,747","64,747","64,747","64,747","64,747","64,747","64,747","64,747","64,747","64,747","64,747","64,747","64,747","64,747","64,747","64,747","64,747","64,747","64,747","64,747","65,951","65,951","65,951","65,951","65,951","65,951","65,951","65,951","65,951","65,951","65,951","65,951","85,213","85,213","85,213","85,213","85,213","85,213","85,213","85,213","85,213","85,213","85,213","85,213","85,213","85,213","85,213","85,213","85,213","85,213","85,213","85,213","85,213","85,213","85,213","85,213","85,213","85,213","85,213","85,213","85,213","85,213","85,213","85,213","85,213","85,213","85,213","85,213","85,213","85,213","85,213","85,213","85,213","85,213","171,247","171,247","171,247","171,247","171,247","171,247","171,247","171,247","171,247","171,247","171,247","171,247","171,247","171,247","171,247","171,247","171,247","171,247","171,247","171,247","171,247","171,247","171,247","171,247","171,247","171,247","171,247","171,247","171,247","171,247","171,247","171,247"
Antigua and Barbuda,73,73,73,73,73,108,108,108,113,113,113,113,113,113,113,151,151,151,151,153,153,153,153,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,246,246,246,246,246,246,246,246,246,489,489,489,489,489,489,489,489,489,489,489,489,680,680,680,680,680,680,680,680,680,796,796,796,796,796,796,796,854,860,860,860,866,866,866,901,930,930,930,930,930,930,"1,142","1,189","1,189","1,189","1,237","1,237","1,345","1,345","1,387","1,387","1,387","1,477","1,477","1,500","1,500","1,500","1,500","1,500","1,500","1,500","1,734","1,734","1,780","1,780","1,780","1,602","1,638","1,647","1,738","1,775","1,775","1,775","1,775","1,775","1,875","1,875","1,875","1,875","1,900","1,900","1,946","1,946","1,991","1,991","2,066","2,066","2,066","2,097","2,097","2,122","2,122","2,243","2,243","2,243","2,282","2,282","2,282","2,332","2,386","2,386","2,386","2,459","2,490","2,503","2,513","2,513","2,701","2,701","2,710","2,710","2,790","2,813","2,878","2,878","2,958","2,958","2,979","3,035","3,035","3,035","3,035","3,035","3,035","3,130","3,162","3,162","3,204","3,204","3,204","3,204","3,260","3,366","3,366","3,450","3,450","3,450","3,450","3,577","3,577","3,597","3,597","3,677","3,677","3,677","3,725","3,725","3,725","3,725","3,905","3,905","3,905","3,974","3,974","4,038","4,137","4,137","4,137","4,137","4,199","4,230","4,230","4,386","4,386","4,386","4,386","4,453","4,502","4,502","4,502","4,679","4,679","4,752","4,756","4,756","4,756","4,756","4,756","4,927","4,927"
Timor-Leste,,,,,,322,322,322,322,322,322,322,322,322,322,322,322,322,664,664,664,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,738,"1,290","1,290","1,290","1,290","1,290","1,290","1,290","1,290","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","1,568","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","4,238","5,146","5,146","5,146","5,146","5,146","5,146","5,146","5,146","5,146","5,146","5,146","5,146","5,146","5,146","5,146","5,146","5,146","5,146","5,146","5,146","5,146","5,146","5,146","5,146","5,146","5,146","5,146","5,146","5,146","5,146","5,146","6,783","6,783","6,783","6,783","6,783","6,783","6,783","6,783","7,889","7,889","8,073","8,073","8,073","8,073","8,073","8,073","8,073","8,073","8,073","8,073","8,073","9,043","9,043","9,043","9,471","9,471","9,720","9,720","9,720","9,720","9,895","9,895","10,129","10,129","10,547","10,635","10,890","10,890","11,268","11,268","11,268","11,268","11,268","11,268","11,268","11,268","11,268","11,268","11,268","11,268","11,268","11,268","11,268","11,268","12,487","12,487","12,487","12,487","12,487","12,487","12,487","12,487","12,487","13,289","13,289","13,289","13,289","13,289","13,842","13,842","13,842","13,842","14,371","14,371","14,932","14,932","14,932","14,932","14,932"
Botswana,"3,441","3,602","3,602","4,432","4,432","4,432","4,432","4,432","5,023","5,023","5,023","5,023","6,016","6,016","6,548","7,675","7,675","7,675","8,636","8,636","9,066","9,066","9,066","9,540","9,540","9,540","11,495","11,495","11,495","11,495","11,495","11,495","13,294","13,294","14,283","14,855","16,100","16,100","16,100","17,631","17,631","17,991","17,991","17,991","17,991","20,186","21,716","21,716","23,337","24,006","24,006","24,006","24,006","26,238","26,238","26,238","26,238","26,800","26,800","26,800","26,800","26,800","26,800","33,176","33,176","33,176","33,919","33,919","33,919","36,868","36,868","36,868","36,868","36,868","36,868","42,290","42,290","42,290","45,440","45,440","45,440","47,860","47,860","47,860","47,860","47,860","47,860","51,379","51,379","51,379","51,379","51,379","51,379","51,379","51,379","51,379","51,379","56,541","56,541","62,296","62,296","62,296","66,744","66,744","68,423","68,423","68,423","68,423","68,423","68,423","68,423","68,423","68,423","68,423","68,423","68,423","80,163","80,163","80,163","87,280","87,280","87,280","87,280","87,280","93,420","93,420","93,420","93,420","93,420","93,420","106,284","106,284","109,547","109,547","109,547","109,547","109,547","116,728","116,728","116,728","116,728","128,016","128,016","128,016","133,971","133,971","133,971","138,290","138,290","138,290","138,290","150,407","150,407","150,407","156,054","156,054","156,054","156,054","156,054","156,054","156,054","179,742","179,742","179,742","179,742","184,076","184,076","184,076","184,076","184,076","184,076","184,076","184,076","222,045","222,045","224,692","224,692","224,692","224,692","238,334","238,334","238,334","238,334","256,952","256,952","256,952","267,517","267,517","267,517","279,070","279,070","279,070","279,070","289,232","289,232","289,232","299,546","299,546","299,546","299,546","299,546","299,546","299,546","330,611","330,611","330,611","330,611","330,611","330,611","330,611","330,611","330,611","330,611","330,611","362,171","362,171","362,171","377,957","377,957","377,957","377,957","398,311","398,311","398,311","406,978","406,978","406,978","406,978","422,359","422,359","422,359","438,332","438,332","438,332","438,332","455,040","455,040"
CAR,,,,,,,,,,,,,,,,,,,"3,498","3,498","3,498","3,498","3,498","3,498","3,498","3,498","3,498","3,498","3,498","3,498","3,498","3,498","3,498","3,498","10,837","11,294","11,570","11,570","11,570","11,570","11,570","11,570","11,570","14,557","15,021","15,021","15,021","15,021","15,881","15,881","15,881","15,881","15,881","15,881","15,881","18,161","18,161","18,921","18,921","18,921","18,921","18,921","18,921","18,921","18,921","20,901","20,901","20,901","20,901","22,267","22,267","22,884","23,208","23,208","23,208","23,208","23,208","24,362","25,031","25,185","25,185","25,185","25,872","25,872","26,632","26,806","26,949","26,949","27,385","27,561","27,679","27,763","27,864","28,211","28,211","28,751","28,916","29,068","29,162","29,202","29,202","29,202","29,361","29,379","29,431","29,431","29,499","29,533","29,533","29,545","29,567","29,567","29,589","29,816","29,816","29,817","29,817","29,817","29,930","29,930","29,930","29,930","29,930","30,681","30,681","30,775","30,775","30,775","30,775","30,775","30,775","30,944","30,944","31,018","31,042","31,042","31,042","31,126","31,126","31,126","31,216","31,239","31,239","31,239","31,239","31,300","31,345","31,345","31,459","31,459","31,459","31,576","31,576","31,677","31,677","31,723","31,723","31,723","31,723","31,723","31,723","31,976","32,059","32,059","32,059","32,059","32,059","32,263","32,263","32,263","32,263","32,263","32,263","32,596","32,596","32,596","32,596","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711","32,711"
Laos,"1,288","1,288","1,318","1,333","1,349","1,349","1,461","1,461","1,611","1,661","1,735","1,796","1,815","1,917","1,927","2,021","2,165","2,184","2,223","2,418","2,505","2,604","2,733","2,908","3,187","3,547","3,874","3,975","4,092","4,204","4,424","4,451","4,565","4,653","4,743","4,812","5,044","5,194","5,487","5,795","5,855","5,938","6,066","6,141","6,432","6,928","7,180","7,249","7,491","7,563","7,824","7,824","8,307","8,607","8,926","9,220","9,427","9,676","9,703","10,146","11,000","11,093","11,249","11,478","11,478","12,222","12,486","12,829","13,203","13,507","13,883","14,161","14,304","14,645","14,907","15,364","15,669","16,147","16,536","17,089","17,374","17,713","18,091","18,729","19,322","19,836","20,088","20,226","20,454","20,769","21,386","21,764","22,355","22,721","22,981","23,171","23,786","23,825","24,054","24,479","25,121","25,501","25,875","26,386","26,737","26,737","27,106","27,106","27,675","28,100","28,547","28,994","29,374","29,904","30,727","31,103","31,357","31,874","32,114","32,502","33,001","33,538","34,064","34,386","34,808","35,022","35,428","35,580","35,580","35,580","36,638","37,151","37,450","37,741","37,956","37,956","37,956","39,063","39,460","39,696","40,035","40,356","40,356","41,327","41,681","42,306","42,306","43,179","43,597","43,597","43,597","44,788","45,351","45,612","45,897","46,070","46,070","46,070","47,589","48,339","48,774","49,305","49,648","49,648","49,648","51,084","51,882","52,564","53,513","54,069","54,069","54,069","55,110","55,833","56,074","56,546","56,923","56,923","56,923","58,078","58,685","58,890","59,194","59,448","59,448","59,448","60,565","60,565","61,699","62,133","62,474","62,474","62,474","63,749","64,389","64,567","64,965","65,305","65,305","65,305","66,366","66,366","66,366","67,270","67,270","67,270","68,128","68,128","69,483","70,542","71,020","71,020","71,020","71,020","72,696","73,301","73,544","74,068","74,068","74,068","74,068","74,622","74,622","74,622","74,622","74,622","77,747","77,747","79,000","79,557","79,557","79,557","80,962","80,962","80,962","82,178","82,824"
Belize,567,651,651,651,651,651,785,816,816,816,816,936,936,995,995,"1,043","1,043","1,043","1,043","1,043","1,043","1,043","1,043","1,043","1,043","1,043","1,043","1,043","1,043","1,043","1,043","1,043","1,043","1,043","1,363","1,363","1,435","1,435","1,435","1,435","1,485","1,517","1,517","1,572","1,572","1,572","1,572","1,572","1,671","1,671","1,741","1,741","1,741","1,741","1,776","1,776","1,776","1,776","1,776","1,776","1,912","1,912","1,957","1,957","1,957","1,957","1,998","1,998","2,043","2,043","2,043","2,043","2,188","2,188","2,188","2,188","2,281","2,281","2,281","2,358","2,358","2,396","2,396","2,459","2,459","2,499","2,577","2,577","2,577","2,665","2,665","2,786","2,786","2,786","2,786","2,786","2,958","3,025","3,025","3,108","3,166","3,166","3,166","3,251","3,251","3,251","3,251","3,439","3,484","3,484","3,484","3,628","3,679","3,800","4,014","4,014","4,031","4,175","4,259","4,516","4,688","4,860","5,117","5,117","5,281","5,592","5,592","6,128","6,293","6,458","6,639","6,768","7,034","7,289","7,622","7,965","8,050","8,143","8,460","8,721","8,812","9,073","9,421","9,421","9,863","9,863","10,112","10,193","10,510","10,814","11,066","11,322","11,491","11,825","11,958","12,182","12,429","12,685","12,852","13,058","13,251","13,419","13,719","14,030","14,189","14,441","14,556","14,780","14,964","15,144","15,323","15,729","15,982","16,071","16,246","16,552","16,812","17,072","17,500","17,663","17,836","18,006","18,254","18,518","18,698","19,024","19,197","19,351","19,690","20,021","20,458","20,807","21,150","21,400","21,646","21,802","21,991","22,406","22,658","22,749","23,135","23,311","23,788","24,175","24,418","24,514","24,701","24,987","25,166","25,690","26,101","26,359","26,744","26,985","27,241","27,310","27,476","27,640","27,963","28,082","28,321","28,575","28,827","29,068","29,410","29,727","29,993","30,233","30,542","30,881","30,881","41,035","41,868","42,424","43,194","44,051","44,349"
