Country_Other,April16,April17,April18,April19,April20,April21,April22,April23,April24,April25,April26,April27,April28,April29,April30,May01,May02,May03,May04,May05,May06,May07,May08,May09,May10,May11,May12,May13,May14,May15,May16,May17,May18,May19,May20,May21,May22,May23,May24,May25,May26,May27,May28,May29,May30,May31,June01,June02,June03,June04,June05,June06,June07,June08,June09,June10,June11,June12,June13,June14,June15,June16,June17,June18,June19,June20,June21,June22,June23,June24,June25,June26,June27,June28,June29,June30,July01,July02,July03,July04,July05,July06,July07,July08,July09,July10,July11,July12,July13,July14,July15,July16,July17,July18,July19,July20,July21,July22,July23,July24,July25,July26,July27,July28,July29,July30,July31,August01,August02,August03,August04,August05,August06,August07,August08,August09,August10,August11,August12,August13,August14,August15,August16,August17,August18,August19,August20,August21,August22,August23,August24,August25,August26,August27,August28,August29,August30,August31,September01,September02,September03,September04,September05,September06,September07,September08,September09,September10,September11,September12,September13,September14,September15,September16,September17,September18,September19,September20,September21,September22,September23,September24,September25,September26,September27,September28,September29,September30,October01,October02,October03,October04,October05,October06,October07,October08,October09,October10,October11,October12,October13,October14,October15,October16,October17,October18,October19,October20,October21,October22,October23,October24,October25,October26,October27,October28,October29,October30,October31,November01,November02,November03,November04,November05,November06,November07,November08,November09,November10,November11,November12,November13,November14,November15,November16,November17,November18,November19,November20,November21,November22,November23,November24,November25,November26,November27,November28,November29,November30,December01,December02,December03,December04,December05,December06,December07,December08,December09,December10,December11,December12,December13,December14,December15,December16,December17,December18,December19,December20,December21,December22,December23,December24,December25,December26,December27,December28,December29,December30,December31,Jan01_2021,Jan02_2021,Jan03_2021,Jan04_2021,Jan05_2021,Jan06_2021,Jan07_2021,Jan08_2021,Jan09_2021,Jan10_2021,Jan11_2021,Jan12_2021,Jan13_2021,Jan14_2021,Jan15_2021,Jan16_2021,Jan17_2021,Jan18_2021,Jan19_2021,Jan20_2021,Jan21_2021,Jan22_2021,Jan23_2021,Jan24_2021,Jan25_2021,Jan26_2021,Jan27_2021,Jan28_2021,Jan29_2021,Jan30_2021,Jan31_2021,Feb01_2021,Feb02_2021,Feb03_2021,Feb04_2021,Feb05_2021,Feb06_2021
Grenada,818,818,818,818,818,818,818,818,818,"1,555","1,555","1,555","1,555","12,495","12,495","12,495","12,495","12,495","12,495","12,495","12,495","12,495","12,495","12,495","12,495","12,495","12,495","12,495","21,511","21,510","21,510","21,510","21,509","21,509","26,737","26,737","26,736","26,736","26,736","26,736","26,735","26,735",,"26,734","26,734","26,733","31,258","31,258","31,258","31,257","31,257","31,256","31,256","36,714","36,713","36,713","36,712","36,712","36,711","36,711","36,710","36,710","36,709","36,709","36,709","36,708","36,708","36,707","36,707","36,706","36,706","36,705","36,705","36,705","48,568","48,568","48,567","48,567","48,566","48,565","48,565","48,564","48,564","48,563","48,562","48,562","48,561","48,561","48,560","48,559","48,558","48,558","48,557","48,557","48,556","48,555","48,555","48,554","48,554","48,553","48,552","48,552","48,551","48,551","48,550","55,541","55,540","55,539","55,539","55,538","55,537","55,537","55,536","55,535","55,534","55,534","55,533","55,532","55,532","55,531","55,530","55,529","55,529","55,528","55,527","55,527","55,526","55,525","55,524","55,524","55,523","55,522","55,522","55,521","55,521","55,520","55,519","55,519","55,518","55,517","55,516","55,516","55,515","55,514","55,514","55,513","55,512","55,511","55,511","55,510","55,509","55,509","55,508","55,507","55,506","55,506","55,505","55,504","55,504","55,503","55,502","55,502","55,501","55,500","55,499","55,499","55,498","55,497","55,497","55,496","55,495","55,494","55,494","55,493","55,492","55,492","55,491","55,490","55,489","55,489","55,488","55,488","55,487","55,486","55,486","55,485","55,484","55,484","55,483","55,482","55,481","55,481","55,480","55,479","55,479","55,478","55,477","55,476","55,476","55,475","55,474","55,474","55,473","55,472","55,471","55,471","55,470","55,469","55,469","55,468","55,467","55,466","55,466","55,465","55,464","55,464","55,463","55,462","55,462","55,461","55,460","55,459","55,459","55,458","55,457","55,457","55,456","55,456","55,455","55,454","55,453","55,453","55,452","55,451","55,451","55,450","55,449","55,449","55,448","55,447","55,446","55,446","55,445","55,444","55,444","55,443","60,133","60,132","60,132","60,131","60,130","60,130","60,129","60,128","60,127","60,126","60,126","60,125","60,124","60,123","60,123","60,122","60,121","60,121","60,120","60,119","60,118","60,117","60,116","60,116","60,115","60,114","60,114","60,113","162,350","162,348","162,345","162,344","162,341","162,339","162,337","162,335","167,484","167,481","169,926","169,923","169,921","169,918","169,917","169,915","169,912","169,910","169,907","179,806","179,802","179,801","179,799"
New Caledonia,"10,515","11,615","11,906","11,906","11,906","12,441","12,441","13,212","13,842","13,842","13,842","13,842","15,608","15,608","15,608","17,328","17,328","17,328","17,328","17,695","18,259","18,259","18,259","18,259","18,259","18,259","19,103","19,103","19,127","19,127","19,126","19,126","19,125","19,125","19,124","19,124","19,123","19,123","19,122","19,122","19,121","19,121",,"22,492","22,492","23,185","23,420","23,419","24,070","24,070","24,728","24,727","24,762","25,434","25,959","26,204","26,203","26,570","26,569","26,569","26,568","27,289","27,288","27,288","27,287","27,286","28,200","28,199","28,199","28,198","28,936","28,936","28,935","29,445","29,445","29,444","29,443","29,442","29,442","30,155","30,154","30,276","30,338","30,338","31,083","31,674","31,673","31,949","32,277","32,276","32,997","32,996","32,995","32,994","34,453","34,452","34,451","34,450","34,694","35,422","35,421","35,420","35,419","35,653","35,652","35,651","35,650","35,649","35,648","35,647","35,646","35,645","38,839","38,838","39,418","39,417","39,416","39,415","39,414","39,413","39,412","39,411","40,417","40,416","40,586","40,585","41,410","41,409","41,408","41,407","42,801","43,265","43,264","43,263","43,262","43,261","44,127","44,126","44,124","44,123","44,888","44,887","44,886","44,884","44,883","45,602","45,601","46,365","46,364","47,066","47,065","47,063","47,062","47,061","47,060","47,058","47,057","47,056","48,495","48,493","48,492","48,491","48,490","49,739","49,738","49,737","50,340","50,761","50,963","50,961","50,960","50,959","50,957","50,956","50,955","50,953","50,952","50,951","50,949","50,948","50,947","50,946","50,944","50,943","52,859","52,858","52,856","52,855","53,014","53,013","53,011","53,010","53,009","53,007","53,006","53,004","53,003","54,992","54,990","54,989","54,987","54,986","54,985","55,667","55,666","55,665","55,663","55,662","56,808","56,807","57,231","57,230","57,228","57,227","57,225","58,581","58,580","59,060","59,058","59,947","59,945","59,944","59,942","59,940","59,939","59,937","59,936","59,934","61,279","61,278","61,276","62,216","62,539","62,537","62,536","62,534","62,825","62,824","62,822","62,821","62,819","62,817","63,656","63,655","63,723","63,721","63,719","63,718","63,716","63,714","64,909","64,907","64,905","64,903","64,902","64,900","64,898","64,897","66,014","66,012","66,011","66,009","66,467","66,465","66,464","66,462","67,283","67,640","67,638","67,636","67,635","67,633","67,631","67,629","69,077","69,086","69,084","69,263","69,262","69,260","69,258","69,256","69,254","69,253","69,251","69,249","69,247","69,245","71,828","71,833","71,831","71,829","71,828","71,826","71,824","71,822","73,648"
Curaçao,"1,402","1,639","1,743","1,743","1,743","1,743","1,840","1,853","1,853","1,853","1,853","1,853","1,853","2,090","2,090","2,139","2,139","2,139","2,139","2,279","2,279","2,371","2,371","2,371","2,371","2,371","2,371","2,371","2,372","2,372","2,372","2,372","2,372","2,957","2,957","2,957","3,073","3,073","3,073","3,487","3,487","3,487",6,"3,487","3,487","3,487","3,487","3,487","3,487","6,004","6,004","6,004","6,004","6,004","6,004","6,583","6,583","6,583","6,583","6,583","6,583","6,583","6,583","6,582","6,582","6,582","6,582","6,582","6,582","6,582","6,582","6,582","6,582","6,582","6,582","6,582","6,582","6,581","6,581","6,581","6,581","6,581","6,581","6,581","6,581","6,581","6,581","6,581","6,581","6,581","6,581","6,580","6,580","6,580","6,580","6,580","6,580","6,580","6,580","6,580","6,580","6,580","6,580","6,580","6,579","6,579","6,579","6,579","6,579","6,579","6,579","6,579","6,579","6,579","6,579","6,579","6,579","6,579","6,578","6,578","6,578","6,578","6,578","6,578","6,578","6,578","6,578","6,578","6,578","6,578","6,578","6,578","6,577","6,577","6,577","6,577","6,577","6,577","6,577","6,577","6,577","6,577","6,577","6,577","6,577","6,576","6,576","6,576","6,576","6,576","6,576","6,576","6,576","6,576","6,576","6,576","6,576","6,576","6,576","6,575","6,575","6,575","6,575","6,575","6,575","6,575","6,575","45,306","45,981","47,058","48,062","48,975","48,974","51,159","52,333","53,234","53,969","55,211","55,685","55,775","57,010","58,075","59,876","61,263","62,157","63,678","64,603","65,515","66,683","67,632","68,629","69,991","70,806","71,579","72,971","74,973","76,865","78,263","79,608","80,501","80,835","81,808","83,012","84,204","85,061","86,727","87,590","88,222","89,566","91,153","92,631","94,571","97,485","98,980","100,269","101,923","103,699","105,943","108,302","111,045","113,380","114,042","116,268","119,631","122,915","126,241","129,233","132,621","133,246","137,071","140,847","143,084","148,320","152,359","155,258","156,345","158,825","161,835","165,525","168,547","171,842","173,519","175,494","177,681","180,520","183,621","186,344","189,036","190,737","192,449","194,600","197,312","199,511","201,491","201,860","202,344","203,205","206,275","209,210","211,494","215,518","216,999","220,828","222,049","224,916","228,653","233,193","237,417","241,271","243,056","243,606","245,026","246,434","247,616","248,904","250,409","250,406","251,759","252,935","254,586","256,068","257,390","258,603","259,986","260,026","261,105","262,216","263,854","265,486","267,271","268,137","268,747","269,956","271,363","272,594","274,001","275,979"
Dominica,"4,793","4,793","4,793","4,793","4,793","4,793","5,237","5,237","5,320","5,320","5,320","5,320","5,320","5,320","5,320","5,320","5,320","5,320","5,320","5,779","5,779","5,779","5,779","5,779","5,834","5,834","5,834","5,834","5,836","5,836","5,836","5,836","6,017","6,017","6,017","6,017","6,017","6,017","6,017","6,016","6,016","6,016",,"6,016","6,016","6,016","6,016","6,016","7,419","7,419","7,419","7,419","7,419","7,419","7,419","7,419","7,419","7,419","7,419","7,419","7,419","7,419","7,419","8,655","8,655","8,655","8,655","8,655","8,655","8,655","8,655","8,655","8,655","8,655","8,654","8,654","8,654","8,654","8,654","8,654","8,654","8,654","8,654","8,654","8,654","8,654","8,654","8,654","8,654","8,654","11,820","11,820","11,820","11,820","11,820","11,820","11,820","11,820","11,820","13,959","13,959","13,959","13,959","13,958","13,958","13,958","13,958","13,958","13,958","13,958","13,958","13,958","13,958","13,957","13,957","13,957","13,957","13,957","13,957","13,957","13,957","13,957","13,957","13,956","22,858","22,858","22,858","22,857","22,857","22,857","28,078","28,078","28,078","28,077","28,077","28,077","28,841","28,841","28,840","28,840","28,840","28,840","28,840","28,840","28,839","28,839","28,839","28,839","28,838","28,838","28,838","28,838","28,838","28,838","28,837","28,837","28,837","28,837","36,264","36,264","36,264","36,264","36,263","36,263","36,263","36,263","36,262","36,262","36,262","36,262","36,261","36,261","36,261","36,261","36,261","36,260","36,260","36,260","36,260","36,259","36,259","36,259","54,902","54,901","54,901","54,900","54,900","54,899","54,899","54,899","59,243","59,242","59,242","59,242","59,242","59,241","59,241","59,240","59,240","59,239","59,239","59,238","59,238","66,136","66,136","66,135","66,135","66,134","66,134","66,133","66,133","66,132","71,614","71,614","71,613","71,613","71,612","71,612","71,611","71,611","71,610","78,480","78,478","78,478","78,477","78,477","78,476","78,476","78,475","78,475","78,474","78,474","78,473","78,473","78,472","78,472","78,471","78,471","85,685","85,685","85,684","91,831","91,830","91,830","91,829","91,829","91,827","91,827","91,826","91,826","91,825","91,825","91,825","91,824","91,824","91,822","91,822","91,821","91,821","91,820","91,820","91,818","91,818","91,817","91,817","108,825","108,825","111,376","111,376","111,375","112,568","112,566","112,566","112,565","112,565","116,683","116,683","116,682","116,682","117,887","117,887","119,855","119,855","119,854","119,854","119,852","119,852","121,237","121,237","121,236","121,236","121,236","138,393","138,393","138,391","138,391","138,389"
Namibia,142,142,196,206,206,206,206,206,232,266,266,277,277,277,277,277,277,442,442,442,442,505,505,595,607,607,607,607,793,818,818,818,818,818,"1,020","1,020","1,057","1,123","1,194","1,229","1,256","1,262",,"1,345","1,345","1,451","1,565","1,565","1,579","1,578","1,732","1,808","1,808","1,948","1,958","2,003","2,003","2,172","2,238","2,238","2,238","2,331","2,331","2,503","2,565","2,692","2,760","2,887","2,987","3,047","3,155","3,220","3,318","3,427","3,508","3,589","3,764","3,802","4,047","4,204","4,410","4,446","4,656","4,787","4,967","5,031","5,031","5,507","5,782","6,073","6,413","6,413","6,622","6,701","6,958","7,076","7,256","7,573","7,777","7,902","8,211","8,572","9,096","9,561","9,768","10,071","10,321","10,353","10,892","11,204","11,486","11,486","11,485","12,717","12,716","13,350","13,817","14,253","14,252","14,845","15,216","15,864","16,158","16,440","16,863","17,272","17,960","18,500","19,161","19,781","20,257","20,955","21,609","21,820","22,429","23,001","23,571","24,097","24,503","25,217","25,855","26,398","27,044","27,596","28,049","28,315","29,061","29,616","30,364","31,029","31,510","31,508","32,277","32,710","33,204","33,753","34,357","34,766","35,213","35,661","36,022","36,428","36,826","37,220","37,579","37,635","38,012","38,380","38,938","39,461","39,972","40,449","40,682","40,858","41,278","41,790","42,136","42,485","43,010","43,358","43,588","44,029","44,278","44,682","45,171","45,452","45,820","46,095","46,368","46,781","47,184","47,631","47,845","48,102","48,308","48,742","48,940","49,608","49,826","50,189","50,385","50,584","50,938","51,221","51,515","52,201","52,509","52,923","53,128","53,567","54,060","54,480","54,898","55,285","55,545","55,756","55,753","56,451","56,729","57,253","57,717","58,055","58,311","58,765","59,281","59,815","60,266","60,765","61,223","61,374","61,943","62,461","63,069","63,712","64,365","64,518","65,353","65,914","66,696","67,528","68,010","68,680","69,389","69,748","70,464","71,416","72,210","72,937","73,286","74,326","74,883","75,571","76,392","77,472","77,697","78,265","78,981","79,850","80,719","81,581","82,425","82,612","83,450","84,004","84,793","85,431","86,081","87,071","88,135","89,193","89,747","90,364","91,025","91,815","92,564","93,279","93,827","94,615","95,155","95,849","96,590","97,664","98,474","99,230","99,859","100,559","101,292","101,778","102,645","103,079","103,501","104,317","104,637","104,954","105,393","105,991","106,594"
Saint Kitts and Nevis,"4,399","4,399","4,399","4,399","4,643","4,643","4,831","4,831","4,887","4,887","4,887","4,887","5,508","5,508","5,508","5,508","5,526","5,526","5,526","5,978","5,978","6,147","6,147","6,147","6,147","6,147","6,147","6,147","6,152","6,152","6,152","6,152","6,152","7,356","7,356","7,355","7,355","7,355","7,355","7,411","7,411","7,411",,"7,411","7,411","7,448","7,448","7,448","7,579","7,579","7,579","7,673","7,673","7,673","7,672","7,842","7,841","7,841","7,841","7,841","7,841","7,841","7,841","7,840","7,840","7,840","7,840","8,178","8,178","8,178","8,403","8,403","8,403","8,534","8,534","8,534","8,534","8,534","8,534","9,078","9,078","9,078","9,266","9,266","9,266","12,235","12,235","12,234","12,610","12,610","12,609","13,248","13,398","13,398","13,623","13,623","13,623","13,622","17,493","17,812","17,812","17,811","17,811","18,900","18,900","18,899","19,274","19,274","19,274","19,593","19,592","21,527","21,526","21,939","21,939","21,938","22,746","24,304","24,304","24,641","24,641","24,640","24,640","24,639","26,010","26,009","26,009","26,853","26,853","26,852","26,852","26,851","26,851","26,850","26,850","26,849","29,365","29,364","29,364","29,363","30,696","30,695","30,694","30,693","30,693","35,610","35,610","35,609","36,078","36,077","36,076","36,076","36,563","36,806","40,128","40,127","40,126","40,125","40,125","40,124","40,123","43,763","43,856","43,855","43,854","44,623","44,810","44,809","44,808","45,614","45,613","45,612","46,062","46,061","46,060","46,059","48,572","48,853","48,852","49,864","49,863","49,861","49,860","53,048","53,047","53,046","53,045","53,044","53,043","53,042","55,011","55,010","55,009","55,008","55,006","55,005","55,004","58,848","58,847","58,846","58,844","58,843","58,842","58,841","58,840","58,839","58,838","58,837","63,167","63,166","63,164","63,163","63,162","63,161","63,160","63,158","63,157","63,156","63,155","63,153","68,063","68,061","68,922","68,921","68,920","68,918","68,917","68,916","68,914","68,913","68,912","68,911","68,909","80,827","80,825","81,049","81,047","81,177","81,662","81,998","81,997","81,995","84,785","84,784","84,782","86,617","87,215","87,213","87,211","89,945","89,943","89,942","90,933","90,931","90,930","90,928","90,926","90,923","100,006","100,004","100,002","104,757","104,755","104,754","104,752","104,750","104,748","114,072","114,070","114,068","114,066","114,064","114,062","114,059","114,057","119,673","119,670","121,147","121,145","121,143","121,141","121,138","121,136","121,134","134,480","134,852","134,850","134,847","134,845","134,842","134,840","147,941","148,312","155,236","155,230","155,227","155,224"
Saint Lucia,"1,737","1,737","1,873","1,873","1,873","1,982","1,982","1,982","1,982","1,982","2,429","2,429","2,429","2,429","2,429","2,429","2,429","2,429","2,429","2,429","2,429","3,131","3,376","3,376","3,376","3,376","3,376","3,959","3,961","3,961","4,283","4,283","4,283","4,283","4,283","4,283","4,724","4,724","4,893","4,893","5,034","5,257",,"5,513","5,513","5,513","5,513","5,513","6,063","6,559","6,559","6,559","6,559","6,559","6,558","6,885","6,885","6,885","6,885","6,885","6,885","7,386","7,386","7,386","7,386","7,385","8,627","8,627","8,627","8,627","8,817","8,817","8,817","9,078","9,078","9,078","9,078","9,078","9,258","9,884","10,330","10,450","10,450","10,449","10,645","10,901","10,901","10,901","11,151","11,151","11,151","11,619","11,652","11,651","11,733","11,733","11,733","12,903","13,458","14,139","15,973","15,973","16,158","16,158","16,157","16,157","18,226","18,225","18,225","19,314","19,313","20,739","21,202","21,626","21,626","21,625","21,625","23,263","23,263","24,302","24,302","24,302","25,123","25,950","26,129","26,129","26,918","26,918","26,917","26,917","26,917","26,916","28,674","28,967","28,967","28,966","29,771","30,157","30,750","30,750","31,179","31,750","31,750","31,967","32,522","32,940","33,353","38,669","38,957","39,288","39,287","39,287","40,364","40,662","41,059","41,434","41,738","42,249","42,249","42,248","42,247","42,247","43,487","43,486","43,486","44,171","44,170","44,169","44,169","44,168","44,168","45,902","45,902","45,901","45,901","46,727","46,726","47,400","47,399","47,867","48,007","48,442","48,713","49,093","49,528","49,527","49,663","50,967","51,510","52,189","52,319","53,575","55,341","55,961","55,960","57,732","58,106","58,693","58,692","59,545","59,544","62,719","63,300","64,506","65,723","66,429","66,429","67,048","69,721","70,873","71,949","71,948","73,203","75,333","75,332","76,875","77,608","78,548","78,546","79,317","81,029","81,501","81,967","82,825","83,971","84,981","86,067","87,153","87,370","88,026","88,606","89,008","89,680","90,446","90,445","91,167","91,850","92,735","92,734","93,645","95,492","95,491","96,474","96,472","97,743","98,546","99,397","100,043","100,879","101,307","102,186","102,766","103,237","103,236","103,235","103,234","104,939","105,111","106,289","107,374","107,655","107,654","107,653","108,928","108,926","109,697","110,891","112,030","112,442","112,440","114,948","115,490","117,168","117,166","118,463","119,836","119,835","122,505","122,504","123,676","123,675","123,673","124,019","124,018","125,694","125,693","127,864","127,862","128,175","130,107","130,106","133,042","134,991","135,152","137,231","137,228","142,039"
St. Vincent Grenadines,784,784,784,784,784,847,892,892,973,973,973,973,973,973,973,973,973,973,"1,235","1,235","1,235","1,235","1,235","1,235","1,235","1,235","1,397","1,397","1,398","1,398","1,398","1,398","1,398","1,398","1,578","1,578","1,578","1,885","1,884","1,884","1,948","1,948",,"4,256","5,347","5,347","5,347","5,346","5,365","5,364","5,409","5,409","5,752","5,752","5,797","5,797","5,797","5,797","5,797","5,797","5,797","6,590","6,590","6,680","6,680","6,680","6,725","6,725","6,878","6,878","7,067","7,067","7,067","7,608","7,608","7,608","7,608","7,608","7,608","7,607","7,607","8,346","8,346","8,346","9,220","9,220","9,220","10,806","10,806","10,932","10,932","10,932","11,428","11,734","11,734","13,005","13,005","14,428","14,428","14,843","16,528","16,528","16,528","16,816","16,816","16,816","16,815","16,815","19,735","19,744","19,743","21,852","22,050","22,059","22,058","22,058","22,788","22,788","22,787","23,869","23,868","23,868","25,949","25,949","26,616","26,615","27,327","27,381","27,381","27,380","27,380","28,957","28,956","29,866","29,866","29,865","31,280","31,279","34,279","34,279","35,107","35,296","35,296","35,908","36,529","37,574","37,574","37,573","39,051","39,050","40,401","40,653","40,806","41,094","41,462","41,624","41,903","42,785","43,037","43,037","43,037","43,838","44,306","44,305","45,314","45,448","45,664","45,925","45,925","47,059","47,059","48,274","48,508","48,508","48,507","49,092","49,092","49,488","49,487","50,621","51,089","51,089","51,088","52,169","52,961","53,969","53,968","54,751","54,751","54,750","54,750","57,964","59,566","59,566","61,141","61,140","62,022","62,022","62,021","64,173","64,947","64,946","64,946","67,763","67,763","68,365","68,365","68,886","68,886","71,604","71,603","72,764","73,808","73,807","73,807","76,453","76,452","77,388","77,387","79,358","79,357","81,958","81,957","81,957","81,957","86,016","86,015","86,014","86,014","90,667","90,666","93,825","93,824","93,823","93,822","93,821","98,537","102,083","103,747","105,492","105,491","105,491","105,490","105,489","105,488","105,487","105,486","105,485","105,484","124,466","125,788","128,000","127,999","127,998","127,997","127,996","127,995","139,954","139,953","139,952","139,950","139,949","139,948","139,947","191,438","191,437","191,435","191,433","191,431","191,430","208,534","208,532","208,531","213,631","213,631","219,073","221,491","221,489","221,487","221,485","223,742","223,740","223,738","240,013","246,093","246,091","253,169","253,167","253,165","253,163","253,160","264,836","266,678","271,291","271,289","271,286","279,012"
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Falkland Islands,"39,368","39,368","91,667","91,667","91,667","91,667","91,667","96,839","96,839","101,437","101,437","101,437","101,437","101,437","106,897","106,897","111,494","111,494","111,494","111,494","111,494","113,506","113,506","115,517","115,517","115,517","115,517","115,517","115,984","115,984","115,984","115,950","115,950","122,873","122,873","122,837","122,837","128,316","128,316","128,279","134,333","134,333",,"144,957","144,957","144,957","144,915","144,915","154,134","154,090","154,090","154,090","154,090","154,045","154,045","154,045","154,045","193,149","193,149","193,149","193,094","193,094","193,094","193,094","193,038","282,221","282,221","282,140","282,140","282,140","295,370","295,285","295,285","295,285","295,285","295,200","295,200","344,064","343,966","343,966","343,966","343,966","343,867","343,867","400,172","400,057","400,057","400,057","400,057","399,943","476,601","476,601","476,601","476,464","476,464","476,464","476,327","476,327","521,090","521,090","520,941","520,941","520,941","520,792","520,792","520,792","520,792","520,642","520,642","520,642","520,642","520,493","520,493","646,604","646,418","646,418","646,418","646,418","646,233","646,233","646,233","646,048","646,048","646,048","646,048","645,863","645,863","645,863","645,863","645,678","645,678","645,678","645,494","645,494","645,494","645,494","645,309","645,309","645,309","645,124","645,124","645,124","645,124","644,940","644,940","644,940","644,940","646,185","646,185","646,185","646,000","646,000","646,000","646,000","645,815","645,815","645,815","645,631","645,631","645,631","645,631","645,447","645,447","645,447","645,447","645,263","645,263","645,263","645,078","645,078","645,078","645,078","644,894","644,894","644,894","644,711","764,756","764,756","764,756","764,538","764,538","764,538","764,538","764,320","764,320","764,320","764,103","764,103","764,103","764,103","763,885","763,885","763,885","763,667","763,667","763,667","763,667","763,450","763,450","763,450","763,450","763,233","763,233","763,233","972,119","972,119","972,119","972,119","971,843","971,843","971,843","971,567","971,567","971,567","971,567","971,291","1,130,472","1,130,472","1,130,472","1,130,151","1,130,151","1,130,151","1,129,830","1,205,966","1,205,966","1,205,966","1,205,623","1,205,623","1,205,623","1,205,281","1,264,622","1,264,622","1,264,622","1,264,263","1,264,263","1,264,263","1,264,263","1,346,765","1,346,765","1,346,765","1,346,383","1,346,383","1,346,383","1,441,702","1,441,293","1,441,293","1,441,293","1,440,885","1,440,885","1,440,885","1,550,043","1,549,603","1,549,603","1,549,603","1,549,164","1,549,164","1,549,164","1,549,164","1,548,725","1,548,725","1,548,725","1,548,725","1,548,287","1,548,287","1,548,287","1,610,702","1,610,702","1,610,702","1,610,702","1,610,246","1,610,246","1,610,246","1,686,757","1,686,757","1,686,757","1,686,757","1,686,280","1,686,280","1,686,280","1,781,895","1,781,391","1,781,391","1,781,391","1,780,888","1,780,888","1,890,020","1,890,020","1,889,486","1,889,486","1,889,486","1,888,952","1,888,952","1,888,952","1,943,487","1,942,938","1,942,938","1,942,938"
Burundi,,7,7,7,7,7,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,0.08,24,24,24,24,24,24,24,24,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,41,41,41,41,41,41,63,63,63,63,63,63,63,63,63,63,563,563,563,563,563,563,563,563,562,562,562,952,"1,100","1,100","1,139","1,139","1,205","1,205","1,205","1,310","1,310","1,310","1,310","1,310","1,310","1,310","1,428","1,451","1,451","1,451","1,451","1,451","1,451","1,451","1,450","1,675","1,675","1,675","1,675","1,675","1,675","1,675","1,850","1,850","1,850","1,850","1,850","2,064","2,064","2,064","2,064","2,064","2,064","2,063","2,063","2,063","2,329","2,329","2,328","2,328","2,328","2,328","2,328","2,327","2,327","2,327","2,327","2,327","2,326","2,853","2,853","2,853","2,852","2,852","2,852","3,134","3,134","3,134","3,133","3,133","3,133","3,133","3,132","3,132","3,132","3,132","3,131","3,131","3,131","3,131","3,130","3,130","3,130","3,714","3,714","3,713","3,713","3,713","3,712","3,712","3,712","3,711","3,711","3,711","4,137","4,137","4,136","4,136","4,136","4,135","4,135","4,135","4,134","4,134","4,133","4,133","4,133","4,132","4,734","4,733","4,733","4,733","4,732","4,732","4,732","4,731","4,731","4,730","5,175","5,174","5,174","5,173","5,173","5,172","5,172","5,172","5,171","5,171","5,170","5,170","5,170","5,169","5,169","5,168","5,168","5,167","5,167","5,632","5,631","5,631","5,631","5,630","5,816","5,815","5,815","5,814","5,814","5,813","6,386","6,385","6,385","6,384","6,384","6,383","6,383","6,382","6,381","6,381","6,380","6,380","6,379","6,379","6,378","6,378","6,377","6,377","6,376","7,458","7,457","7,456","7,456","7,455","7,455","7,454","7,453","7,453","7,452","7,452","7,451","7,450","7,450","7,449","7,449","7,448","7,447","7,447","7,446","7,446","7,445","7,444","7,444","7,443","7,443","7,442","7,441","7,441","7,440","7,440","7,439"
